city;county;county_code;km;id_fan
Bentu                                  ;Buzau          ;BZ;0;11491
Berca                                  ;Buzau          ;BZ;0;11492
Bercesti                               ;Buzau          ;BZ;45;23976
Beslii                                 ;Buzau          ;BZ;60;11493
Bisoca                                 ;Buzau          ;BZ;70;11495
Blajani                                ;Buzau          ;BZ;25;11496
Boboc                                  ;Buzau          ;BZ;0;11497
Bodinesti                              ;Buzau          ;BZ;55;24063
Boldu                                  ;Buzau          ;BZ;23;17824
Bordusani                              ;Buzau          ;BZ;0;24064
Bozioru                                ;Buzau          ;BZ;50;11498
Bradeanca                              ;Buzau          ;BZ;0;23977
Bradeanu                               ;Buzau          ;BZ;30;11499
Braesti                                ;Buzau          ;BZ;60;11500
Bragareasa                             ;Buzau          ;BZ;45;23978
Bratilesti                             ;Buzau          ;BZ;65;24065
Breaza                                 ;Buzau          ;BZ;30;11501
Brebu                                  ;Buzau          ;BZ;65;24148
Buda                                   ;Buzau          ;BZ;22;17825
Buda Craciunesti                       ;Buzau          ;BZ;55;24149
Budesti                                ;Buzau          ;BZ;65;24066
Budisteni                              ;Buzau          ;BZ;0;11502
Budrea                                 ;Buzau          ;BZ;25;26678
Buduile                                ;Buzau          ;BZ;60;23979
Bustea                                 ;Buzau          ;BZ;60;24067
Buzau                                  ;Buzau          ;BZ;0;12
C.A. Rosetti                           ;Buzau          ;BZ;0;23980
Caldarasti                             ;Buzau          ;BZ;45;23984
Caldarusa                              ;Buzau          ;BZ;0;23985
Caldaruseanca                          ;Buzau          ;BZ;40;24070
Calea Chiojdului                       ;Buzau          ;BZ;65;24150
Caltesti                               ;Buzau          ;BZ;25;24068
Caltuna                                ;Buzau          ;BZ;30;23986
Calvini                                ;Buzau          ;BZ;60;24151
Campeni                                ;Buzau          ;BZ;40;11506
Campulungeanca                         ;Buzau          ;BZ;30;17826
Candesti                               ;Buzau          ;BZ;0;11507
Canesti                                ;Buzau          ;BZ;45;11508
Capatanesti                            ;Buzau          ;BZ;0;23987
Capu Satului                           ;Buzau          ;BZ;60;23981
Caragele                               ;Buzau          ;BZ;40;23982
Caratnau de Jos                        ;Buzau          ;BZ;50;24071
Caratnau de Sus                        ;Buzau          ;BZ;55;24072
Carligu Mare                           ;Buzau          ;BZ;44;11510
Carligu Mic                            ;Buzau          ;BZ;45;24069
Carlomanesti                           ;Buzau          ;BZ;0;24152
Carpinistea                            ;Buzau          ;BZ;35;24153
Casoca                                 ;Buzau          ;BZ;85;11511
Casota                                 ;Buzau          ;BZ;40;23983
Catiasu                                ;Buzau          ;BZ;80;24073
Catina                                 ;Buzau          ;BZ;65;11512
Ceairu                                 ;Buzau          ;BZ;24;27299
Cernatesti                             ;Buzau          ;BZ;0;11513
Chiliile                               ;Buzau          ;BZ;60;11514
Chiojdu                                ;Buzau          ;BZ;70;11515
Chiperu                                ;Buzau          ;BZ;27;27301
Chirlesti                              ;Buzau          ;BZ;65;11516
Cilibia                                ;Buzau          ;BZ;0;11517
Ciobanoaia                             ;Buzau          ;BZ;0;11518
Ciocanesti                             ;Buzau          ;BZ;40;24074
Cioranca                               ;Buzau          ;BZ;25;11519
Ciresu                                 ;Buzau          ;BZ;65;24075
Cislau                                 ;Buzau          ;BZ;50;11520
Ciuta                                  ;Buzau          ;BZ;35;11521
Clondiru                               ;Buzau          ;BZ;0;11522
Clondiru de Sus                        ;Buzau          ;BZ;25;11523
Coca-Antimiresti                       ;Buzau          ;BZ;58;24076
Coca-Niculesti                         ;Buzau          ;BZ;45;24077
Cocarceni                              ;Buzau          ;BZ;50;23988
Cochirleanca                           ;Buzau          ;BZ;30;11524
Coconari                               ;Buzau          ;BZ;0;11525
Cojanu                                 ;Buzau          ;BZ;30;24154
Colibasi                               ;Buzau          ;BZ;0;17829
Coltaneni                              ;Buzau          ;BZ;35;24078
Colteni                                ;Buzau          ;BZ;40;24079
Colti                                  ;Buzau          ;BZ;70;23989
Coltii de Jos                          ;Buzau          ;BZ;66;11526
Coltu Pietrii                          ;Buzau          ;BZ;80;24155
Comisoaia                              ;Buzau          ;BZ;0;23961
Corbu (Catina)                         ;Buzau          ;BZ;70;23990
Corbu (Glodeanu-Silistea)              ;Buzau          ;BZ;40;23991
Corneanu                               ;Buzau          ;BZ;60;23992
Costesti                               ;Buzau          ;BZ;0;24080
Costieni                               ;Buzau          ;BZ;22;23962
Costomiru                              ;Buzau          ;BZ;30;27304
Cotatcu                                ;Buzau          ;BZ;0;23947
Cotorca                                ;Buzau          ;BZ;45;24081
Cotu Ciorii                            ;Buzau          ;BZ;0;11529
Cozieni                                ;Buzau          ;BZ;40;11530
Crang                                  ;Buzau          ;BZ;65;24156
Crevelesti                             ;Buzau          ;BZ;65;24082
Cuculeasa                              ;Buzau          ;BZ;24;23963
Curcanesti                             ;Buzau          ;BZ;35;24157
Curmatura                              ;Buzau          ;BZ;75;24158
Dalma                                  ;Buzau          ;BZ;50;24083
Dambroca                               ;Buzau          ;BZ;0;11532
Danulesti                              ;Buzau          ;BZ;28;27298
Dara                                   ;Buzau          ;BZ;25;11533
Dascalesti                             ;Buzau          ;BZ;25;23954
Dealu Viei                             ;Buzau          ;BZ;0;24084
