city;county;county_code;km;id_fan
Havarna                                ;Botosani       ;BT;65;11081
Hiliseu-Closca                         ;Botosani       ;BT;50;24236
Hiliseu-Crisan                         ;Botosani       ;BT;55;24237
Hiliseu-Horia                          ;Botosani       ;BT;55;24238
Hlipiceni                              ;Botosani       ;BT;55;11083
Horia                                  ;Botosani       ;BT;70;11084
Horlaceni                              ;Botosani       ;BT;45;24239
Horodistea                             ;Botosani       ;BT;90;11085
Hriscani                               ;Botosani       ;BT;0;24240
Hudesti                                ;Botosani       ;BT;60;11086
Hudum                                  ;Botosani       ;BT;0;11087
Hulub                                  ;Botosani       ;BT;45;24319
Hulubesti                              ;Botosani       ;BT;60;11088
Hutani                                 ;Botosani       ;BT;0;11089
Iacobeni                               ;Botosani       ;BT;40;11090
Ibaneasa                               ;Botosani       ;BT;60;31058
Ibanesti                               ;Botosani       ;BT;69;11091
Ichimeni                               ;Botosani       ;BT;60;24241
Icuseni                                ;Botosani       ;BT;30;11092
Iezer                                  ;Botosani       ;BT;50;24242
Iliseni                                ;Botosani       ;BT;0;24243
Ionaseni (Trusesti)                    ;Botosani       ;BT;0;24244
Ionaseni (Varfu Campului)              ;Botosani       ;BT;35;24245
Iorga                                  ;Botosani       ;BT;0;24320
Ipotesti                               ;Botosani       ;BT;0;11094
Iuresti                                ;Botosani       ;BT;45;24361
Izvoare                                ;Botosani       ;BT;0;24246
Jijia                                  ;Botosani       ;BT;55;11096
Joldesti                               ;Botosani       ;BT;35;11097
Lehnesti                               ;Botosani       ;BT;100;31059
Leorda                                 ;Botosani       ;BT;25;11098
Libertatea                             ;Botosani       ;BT;70;24321
Lismanita                              ;Botosani       ;BT;80;11099
Lisna                                  ;Botosani       ;BT;60;11100
Livada                                 ;Botosani       ;BT;0;24247
Liveni                                 ;Botosani       ;BT;55;11101
Loturi                                 ;Botosani       ;BT;65;24248
Loturi Enescu                          ;Botosani       ;BT;70;24249
Lozna                                  ;Botosani       ;BT;50;11102
Lunca                                  ;Botosani       ;BT;40;11103
Lunca (Varfu Campului)                 ;Botosani       ;BT;40;24322
Luparia                                ;Botosani       ;BT;50;24307
Maghera                                ;Botosani       ;BT;0;31395
Manastirea Doamnei                     ;Botosani       ;BT;0;24252
Manastireni                            ;Botosani       ;BT;0;11104
Mandresti (Ungureni)                   ;Botosani       ;BT;35;24250
Mandresti (Vladeni)                    ;Botosani       ;BT;0;24251
Manoleasa                              ;Botosani       ;BT;65;11106
Manoleasa-Prut                         ;Botosani       ;BT;70;24324
Manolesti                              ;Botosani       ;BT;0;26415
Mascateni                              ;Botosani       ;BT;45;24362
Mateieni                               ;Botosani       ;BT;50;11108
Mesteacan                              ;Botosani       ;BT;0;24253
Mihai Eminescu                         ;Botosani       ;BT;0;11109
Mihai Eminescu (Gorbanesti)            ;Botosani       ;BT;0;24363
Mihai Viteazu                          ;Botosani       ;BT;35;24364
Mihail Kogalniceanu                    ;Botosani       ;BT;0;24254
Mihaileni                              ;Botosani       ;BT;70;11110
Mihalaseni                             ;Botosani       ;BT;50;11111
Mileanca                               ;Botosani       ;BT;80;11112
Miletin                                ;Botosani       ;BT;55;24308
Miorcani                               ;Botosani       ;BT;90;11113
Miron Costin                           ;Botosani       ;BT;50;11114
Mitoc                                  ;Botosani       ;BT;65;11115
Mitoc (Leorda)                         ;Botosani       ;BT;0;24325
Mlenauti                               ;Botosani       ;BT;65;11116
Moara Jorii                            ;Botosani       ;BT;0;24326
Movila Rupta                           ;Botosani       ;BT;100;31060
Movileni                               ;Botosani       ;BT;65;24255
Murguta                                ;Botosani       ;BT;50;24256
Nastase                                ;Botosani       ;BT;65;24257
Negreni                                ;Botosani       ;BT;55;11118
Negresti                               ;Botosani       ;BT;70;24258
Nichiteni                              ;Botosani       ;BT;65;24259
Nicolae Balcescu (Cotusca)             ;Botosani       ;BT;0;24327
Nicolae Balcescu (Flamanzi)            ;Botosani       ;BT;35;26416
Nicseni                                ;Botosani       ;BT;0;11119
Niculcea                               ;Botosani       ;BT;0;24260
Oneaga                                 ;Botosani       ;BT;30;11120
Oraseni-Deal                           ;Botosani       ;BT;0;24261
Oraseni-Vale                           ;Botosani       ;BT;0;24262
Oroftiana                              ;Botosani       ;BT;75;11122
Padureni (Cosula)                      ;Botosani       ;BT;30;24328
Padureni (sendriceni)                  ;Botosani       ;BT;45;24264
Paltinis                               ;Botosani       ;BT;80;11124
Panaitoaia                             ;Botosani       ;BT;60;24263
Parau Negru                            ;Botosani       ;BT;70;11125
Pasateni                               ;Botosani       ;BT;40;24365
Paun                                   ;Botosani       ;BT;65;24265
Petricani                              ;Botosani       ;BT;42;11126
Plesani                                ;Botosani       ;BT;70;24329
Plevna                                 ;Botosani       ;BT;60;24266
Plopenii Mari                          ;Botosani       ;BT;30;24366
Plopenii Mici                          ;Botosani       ;BT;30;24367
Podeni                                 ;Botosani       ;BT;80;11127
Podriga                                ;Botosani       ;BT;45;11128
Pogorasti                              ;Botosani       ;BT;60;24267
Poiana (Braesti)                       ;Botosani       ;BT;0;24330
Poiana (Cristinesti)                   ;Botosani       ;BT;65;24268
Poiana (Flamanzi)                      ;Botosani       ;BT;40;24368
Poiana (Vorona)                        ;Botosani       ;BT;25;24369
Pomarla                                ;Botosani       ;BT;60;11130
Popeni (Braesti)                       ;Botosani       ;BT;0;24331
Popeni (George Enescu)                 ;Botosani       ;BT;60;24269
Popoaia                                ;Botosani       ;BT;100;31061
Prajeni                                ;Botosani       ;BT;45;11132
Prisacani                              ;Botosani       ;BT;0;11133
Progresul                              ;Botosani       ;BT;0;24270
Pustoaia                               ;Botosani       ;BT;35;31402
Putureni                               ;Botosani       ;BT;65;11134
Rachiti                                ;Botosani       ;BT;0;11135
Racovat                                ;Botosani       ;BT;75;24271
Radauti-Prut                           ;Botosani       ;BT;85;11136
Radeni                                 ;Botosani       ;BT;45;24274
Ranghilesti                            ;Botosani       ;BT;75;24272
Ranghilesti-Deal                       ;Botosani       ;BT;75;24273
Rasca                                  ;Botosani       ;BT;100;31062
Rauseni                                ;Botosani       ;BT;60;11137
Recia-Verbia                           ;Botosani       ;BT;55;31063
Rediu (Radauti-Prut)                   ;Botosani       ;BT;80;24370
Rediu (Rauseni)                        ;Botosani       ;BT;65;24275
Ripiceni                               ;Botosani       ;BT;65;11140
Ripicenii Vechi                        ;Botosani       ;BT;65;24332
Rogojesti                              ;Botosani       ;BT;60;11141
Roma                                   ;Botosani       ;BT;0;11142
Romanesti                              ;Botosani       ;BT;65;11143
Romanesti-Vale                         ;Botosani       ;BT;65;24333
Rosiori                                ;Botosani       ;BT;0;11144
Sadoveni                               ;Botosani       ;BT;70;11145
Santa Mare                             ;Botosani       ;BT;75;11146
Sarafinesti                            ;Botosani       ;BT;0;11147
Sarata                                 ;Botosani       ;BT;65;24279
Sarata-Basarab                         ;Botosani       ;BT;50;24334
Sarata-Draguseni                       ;Botosani       ;BT;55;24276
Sarbi                                  ;Botosani       ;BT;50;11149
Sat Nou                                ;Botosani       ;BT;40;24277
Saucenita                              ;Botosani       ;BT;0;24278
Saveni                                 ;Botosani       ;BT;40;11151
Schit-Oraseni                          ;Botosani       ;BT;0;24280
Scutari                                ;Botosani       ;BT;0;24281
Selistea                               ;Botosani       ;BT;95;11153
Sendreni                               ;Botosani       ;BT;40;11154
Sendriceni                             ;Botosani       ;BT;0;11155
Serpenita                              ;Botosani       ;BT;100;31064
Siliscani                              ;Botosani       ;BT;0;24282
Silistea                               ;Botosani       ;BT;0;24283
Slobozia (Broscauti)                   ;Botosani       ;BT;0;24335
Slobozia (Cordareni)                   ;Botosani       ;BT;70;24380
Slobozia (Paltinis)                    ;Botosani       ;BT;85;24371
Slobozia Hanesti                       ;Botosani       ;BT;45;24336
Slobozia Siliscani                     ;Botosani       ;BT;70;24284
Smardan                                ;Botosani       ;BT;0;24285
Socrujeni                              ;Botosani       ;BT;0;24286
Soldanesti                             ;Botosani       ;BT;0;24293
Soroceni                               ;Botosani       ;BT;0;24287
Stanca (George Enescu)                 ;Botosani       ;BT;60;24288
Stanca (stefanesti)                    ;Botosani       ;BT;65;24289
Stancesti                              ;Botosani       ;BT;0;11157
Stauceni                               ;Botosani       ;BT;0;11158
Stefanesti                             ;Botosani       ;BT;60;11159
Stefanesti-Sat                         ;Botosani       ;BT;60;24372
Stiubieni                              ;Botosani       ;BT;50;11160
Stolniceni                             ;Botosani       ;BT;65;24290
Storesti                               ;Botosani       ;BT;45;24291
Strahotin                              ;Botosani       ;BT;30;11161
Strateni                               ;Botosani       ;BT;50;24292
Stroiesti                              ;Botosani       ;BT;40;11162
Suharau                                ;Botosani       ;BT;60;11164
Sulita                                 ;Botosani       ;BT;30;11165
Supitca                                ;Botosani       ;BT;0;24337
Talpa                                  ;Botosani       ;BT;45;11167
Tataraseni                             ;Botosani       ;BT;70;24294
Tautesti                               ;Botosani       ;BT;0;24373
Timus                                  ;Botosani       ;BT;0;24295
Tocileni                               ;Botosani       ;BT;0;11169
Todireni                               ;Botosani       ;BT;50;11170
Trusesti                               ;Botosani       ;BT;40;11171
Tudor Vladimirescu (Albesti)           ;Botosani       ;BT;55;24296
Tudor Vladimirescu (Avrameni)          ;Botosani       ;BT;55;24338
Tudora                                 ;Botosani       ;BT;35;11173
Ungureni                               ;Botosani       ;BT;30;11176
Unguroaia                              ;Botosani       ;BT;0;24297
Unteni                                 ;Botosani       ;BT;0;11177
Vaculesti                              ;Botosani       ;BT;25;11178
Valcelele                              ;Botosani       ;BT;28;31065
Valea Grajdului                        ;Botosani       ;BT;0;24298
Vanatori                               ;Botosani       ;BT;25;11181
Varfu Campului                         ;Botosani       ;BT;35;11182
Vatra                                  ;Botosani       ;BT;67;24381
Vicoleni                               ;Botosani       ;BT;0;24374
Victoria (Hlipiceni)                   ;Botosani       ;BT;50;24375
Victoria (Stauceni)                    ;Botosani       ;BT;0;24299
Viforeni                               ;Botosani       ;BT;0;26442
Viisoara                               ;Botosani       ;BT;90;11185
Viisoara Mica                          ;Botosani       ;BT;90;24339
Vitcani                                ;Botosani       ;BT;0;11186
Vladeni                                ;Botosani       ;BT;0;11187
Vladeni (Corlateni)                    ;Botosani       ;BT;55;24300
Vladeni-Deal                           ;Botosani       ;BT;45;24301
Vlasinesti                             ;Botosani       ;BT;45;11188
Vorniceni                              ;Botosani       ;BT;60;11189
Vorona                                 ;Botosani       ;BT;25;11190
Vorona Mare                            ;Botosani       ;BT;30;24376
Vorona-Teodoru                         ;Botosani       ;BT;30;24377
Vultureni                              ;Botosani       ;BT;0;24302
Zahoreni                               ;Botosani       ;BT;55;11191
Zaicesti                               ;Botosani       ;BT;0;11192
Zlatunoaia                             ;Botosani       ;BT;45;11193
Zoitani                                ;Botosani       ;BT;60;24303
Albina                                 ;Braila         ;BR;0;11194
Ariciu                                 ;Braila         ;BR;49;23577
Baldovinesti                           ;Braila         ;BR;0;11196
Baraganul                              ;Braila         ;BR;32;23589
Batogu                                 ;Braila         ;BR;66;11198
Berlesti                               ;Braila         ;BR;60;23526
Bertestii de Jos                       ;Braila         ;BR;58;23578
Bertestii de Sus                       ;Braila         ;BR;60;23527
Boarca                                 ;Braila         ;BR;40;31066
Bordei Verde                           ;Braila         ;BR;53;11200
Bradeanca                              ;Braila         ;BR;76;31438
Braila                                 ;Braila         ;BR;0;9
Bratesu Vechi                          ;Braila         ;BR;0;23528
Bumbacari                              ;Braila         ;BR;78;27138
Caineni-Bai                            ;Braila         ;BR;83;23529
Caldarusa                              ;Braila         ;BR;40;23530
Cazasu                                 ;Braila         ;BR;0;11202
Chichinetu                             ;Braila         ;BR;90;23531
Chioibasesti                           ;Braila         ;BR;100;23532
Chiscani                               ;Braila         ;BR;0;11206
Ciocile                                ;Braila         ;BR;85;11207
Ciresu                                 ;Braila         ;BR;75;11208
Coltea                                 ;Braila         ;BR;42;11209
Comaneasca                             ;Braila         ;BR;33;23533
Constantin Gabrielescu                 ;Braila         ;BR;55;23534
Constantinesti                         ;Braila         ;BR;50;23535
Corbeni                                ;Braila         ;BR;57;23579
Corbu Nou                              ;Braila         ;BR;31;11211
Corbu Vechi                            ;Braila         ;BR;36;23536
Cotu Lung                              ;Braila         ;BR;0;23537
Cotu Mihalea                           ;Braila         ;BR;23;31067
Custura                                ;Braila         ;BR;66;23580
Cuza Voda (Salcia Tudor)               ;Braila         ;BR;51;23538
Cuza Voda (Stancuta)                   ;Braila         ;BR;51;23539
Dedulesti                              ;Braila         ;BR;57;11213
Desirati                               ;Braila         ;BR;50;23581
Drogu                                  ;Braila         ;BR;80;11215
Dudescu                                ;Braila         ;BR;70;23540
Dudesti                                ;Braila         ;BR;78;11216
Esna                                   ;Braila         ;BR;40;23541
Faurei                                 ;Braila         ;BR;0;26462
Faurei-Sat                             ;Braila         ;BR;0;26796
Filipesti                              ;Braila         ;BR;57;11218
Filiu                                  ;Braila         ;BR;58;26409
Florica                                ;Braila         ;BR;38;23542
Galbenu                                ;Braila         ;BR;70;11221
Gara Ianca                             ;Braila         ;BR;50;23544
Gavani                                 ;Braila         ;BR;24;23582
Gemenele                               ;Braila         ;BR;26;11222
Gradistea                              ;Braila         ;BR;60;11223
Gropeni                                ;Braila         ;BR;30;11224
Gulianca                               ;Braila         ;BR;45;23545
Gura Calmatui                          ;Braila         ;BR;62;23546
Gura Garlutei                          ;Braila         ;BR;63;23547
Gurguieti                              ;Braila         ;BR;30;11225
Horia                                  ;Braila         ;BR;74;11226
Ianca                                  ;Braila         ;BR;53;11227
Ibrianu                                ;Braila         ;BR;56;23548
Insuratei                              ;Braila         ;BR;45;26498
Ionesti                                ;Braila         ;BR;60;31068
Jirlau                                 ;Braila         ;BR;76;11230
Jugureanu                              ;Braila         ;BR;84;26408
Lacu Rezii                             ;Braila         ;BR;62;23549
Lacu Sarat                             ;Braila         ;BR;0;23550
Lanurile                               ;Braila         ;BR;32;11232
Latinu                                 ;Braila         ;BR;35;11233
Liscoteanca                            ;Braila         ;BR;45;11234
Maraloiu                               ;Braila         ;BR;67;23551
Martacesti                             ;Braila         ;BR;0;23552
Maru Rosu                              ;Braila         ;BR;54;31069
Maxineni                               ;Braila         ;BR;32;23583
Mihai Bravu                            ;Braila         ;BR;65;23553
Mihail Kogalniceanu (Ramnicelu)        ;Braila         ;BR;49;23584
Mihail Kogalniceanu (sutesti)          ;Braila         ;BR;57;23554
Mircea Voda                            ;Braila         ;BR;55;11239
Morotesti                              ;Braila         ;BR;31;31070
Movila Miresii                         ;Braila         ;BR;41;11240
Muchea                                 ;Braila         ;BR;0;11241
Nicolae Balcescu                       ;Braila         ;BR;36;31439
Nicolesti                              ;Braila         ;BR;58;31440
Oancea                                 ;Braila         ;BR;27;23555
Odaieni                                ;Braila         ;BR;95;23556
Olaneasca                              ;Braila         ;BR;47;23557
Oprisenesti                            ;Braila         ;BR;40;11242
Pantecani                              ;Braila         ;BR;85;23558
Perisoru                               ;Braila         ;BR;45;23559
Pietroiu                               ;Braila         ;BR;0;23560
Pitulati                               ;Braila         ;BR;46;23561
Plasoiu                                ;Braila         ;BR;86;31411
Plopi                                  ;Braila         ;BR;53;23575
Plopu                                  ;Braila         ;BR;46;11244
Polizesti                              ;Braila         ;BR;59;23585
Pribeagu                               ;Braila         ;BR;75;23563
Racovita                               ;Braila         ;BR;68;11246
Ramnicelu                              ;Braila         ;BR;48;11248
Romanu                                 ;Braila         ;BR;0;11249
Rosiori                                ;Braila         ;BR;34;11250
Salcia                                 ;Braila         ;BR;65;23564
Salcia Tudor                           ;Braila         ;BR;50;11251
Satuc                                  ;Braila         ;BR;78;23565
Scarlatesti                            ;Braila         ;BR;70;11252
Scortaru Nou                           ;Braila         ;BR;36;23586
Scortaru Vechi                         ;Braila         ;BR;0;23566
Sihleanu                               ;Braila         ;BR;35;23567
Silistea                               ;Braila         ;BR;0;11255
Silistraru                             ;Braila         ;BR;0;11256
Spiru Haret                            ;Braila         ;BR;60;11258
Stanca                                 ;Braila         ;BR;56;23587
Stancuta                               ;Braila         ;BR;54;11259
Surdila-Gaiseanca                      ;Braila         ;BR;65;23568
Surdila-Greci                          ;Braila         ;BR;0;11655
Sutesti                                ;Braila         ;BR;50;11262
Tarlele Filiu                          ;Braila         ;BR;57;23569
Tataru                                 ;Braila         ;BR;41;23570
Tepes Voda                             ;Braila         ;BR;38;11264
Tichilesti                             ;Braila         ;BR;22;11265
Traian                                 ;Braila         ;BR;27;11266
Tudor Vladimirescu                     ;Braila         ;BR;0;23588
Tufesti                                ;Braila         ;BR;39;11267
Ulmu                                   ;Braila         ;BR;79;11269
Unirea                                 ;Braila         ;BR;26;11270
Urleasca                               ;Braila         ;BR;40;23572
Vadeni                                 ;Braila         ;BR;0;11272
Valea Calmatuiului                     ;Braila         ;BR;56;23573
Valea Canepii                          ;Braila         ;BR;26;11273
Vamesu                                 ;Braila         ;BR;24;31071
Varsatura                              ;Braila         ;BR;0;11274
Victoria                               ;Braila         ;BR;40;11275
Visani                                 ;Braila         ;BR;80;11276
Viziru                                 ;Braila         ;BR;45;11277
Voinesti                               ;Braila         ;BR;27;31072
Vultureni                              ;Braila         ;BR;80;11278
Zamfiresti                             ;Braila         ;BR;83;31073
Zavoaia                                ;Braila         ;BR;65;11279
Acris                                  ;Brasov         ;BV;45;22464
Apata                                  ;Brasov         ;BV;37;11280
Arini                                  ;Brasov         ;BV;45;31434
Augustin                               ;Brasov         ;BV;70;11282
Barcut                                 ;Brasov         ;BV;25;13069
Beclean                                ;Brasov         ;BV;0;13070
Beia                                   ;Brasov         ;BV;66;13071
Berivoi                                ;Brasov         ;BV;0;13072
Bod                                    ;Brasov         ;BV;0;11284
Bogata Olteana                         ;Brasov         ;BV;52;22445
Boholt                                 ;Brasov         ;BV;0;13074
Bran                                   ;Brasov         ;BV;0;11286
Brasov                                 ;Brasov         ;BV;0;10
Breaza                                 ;Brasov         ;BV;25;13075
Bucium                                 ;Brasov         ;BV;21;13076
Budila                                 ;Brasov         ;BV;0;11287
Bunesti                                ;Brasov         ;BV;65;13077
Buzaiel                                ;Brasov         ;BV;45;22465
Calbor                                 ;Brasov         ;BV;0;13078
Carpinis                               ;Brasov         ;BV;0;11288
Cata                                   ;Brasov         ;BV;54;13081
Cheia                                  ;Brasov         ;BV;0;11289
Cincsor                                ;Brasov         ;BV;0;13082
Cincu                                  ;Brasov         ;BV;25;13083
Cobor                                  ;Brasov         ;BV;21;13084
Codlea                                 ;Brasov         ;BV;0;11290
Colonia 1 Mai;Brasov         ;BV;0;11291
Colonia Bod                            ;Brasov         ;BV;0;22432
Colonia Reconstructia                  ;Brasov         ;BV;0;22433
Comana                                 ;Brasov         ;BV;32;13085
Comana de Jos                          ;Brasov         ;BV;32;22446
Comana de Sus                          ;Brasov         ;BV;35;22447
Copacel                                ;Brasov         ;BV;14;13086
Corbi                                  ;Brasov         ;BV;24;13087
Crihalma                               ;Brasov         ;BV;31;13088
Cristian                               ;Brasov         ;BV;0;11292
Crit                                   ;Brasov         ;BV;61;13089
Crizbav                                ;Brasov         ;BV;31;11293
Cuciulata                              ;Brasov         ;BV;32;13090
Cutus                                  ;Brasov         ;BV;40;22434
Dacia                                  ;Brasov         ;BV;36;13091
Daisoara                               ;Brasov         ;BV;42;13092
Dalghiu                                ;Brasov         ;BV;60;27892
Dejani                                 ;Brasov         ;BV;25;13093
Dopca                                  ;Brasov         ;BV;55;13094
Dragus                                 ;Brasov         ;BV;25;13095
Drauseni                               ;Brasov         ;BV;61;13096
Dridif                                 ;Brasov         ;BV;0;13097
Drumul Carului                         ;Brasov         ;BV;40;27297
Dumbravita                             ;Brasov         ;BV;0;11295
Fagaras                                ;Brasov         ;BV;0;26
Fantana                                ;Brasov         ;BV;40;13098
Feldioara                              ;Brasov         ;BV;0;22435
Feldioara (Ucea)                       ;Brasov         ;BV;25;22449
Felmer                                 ;Brasov         ;BV;17;13100
Fiser                                  ;Brasov         ;BV;48;13101
Fundata                                ;Brasov         ;BV;45;11297
Fundatica                              ;Brasov         ;BV;55;22436
Ghimbav                                ;Brasov         ;BV;0;11298
Granari                                ;Brasov         ;BV;29;13102
Grid                                   ;Brasov         ;BV;28;13103
Gura Vaii                              ;Brasov         ;BV;20;13104
Halchiu                                ;Brasov         ;BV;0;11300
Halmeag                                ;Brasov         ;BV;20;13105
Harman                                 ;Brasov         ;BV;0;11301
Harseni                                ;Brasov         ;BV;0;13106
Hoghiz                                 ;Brasov         ;BV;45;13107
Holbav                                 ;Brasov         ;BV;27;11302
Homorod                                ;Brasov         ;BV;50;13108
Hurez                                  ;Brasov         ;BV;0;13109
Iasi                                   ;Brasov         ;BV;16;22450
Ileni                                  ;Brasov         ;BV;0;13110
Ionesti                                ;Brasov         ;BV;65;13111
Jibert                                 ;Brasov         ;BV;29;13112
Jimbor                                 ;Brasov         ;BV;62;13113
Lisa                                   ;Brasov         ;BV;22;13114
Lovnic                                 ;Brasov         ;BV;25;13115
Ludisor                                ;Brasov         ;BV;15;13116
Lunca Calnicului                       ;Brasov         ;BV;0;11304
Lupsa                                  ;Brasov         ;BV;47;13117
Luta                                   ;Brasov         ;BV;0;22451
Magura                                 ;Brasov         ;BV;10;27893
Maierus                                ;Brasov         ;BV;30;11305
Malinis                                ;Brasov         ;BV;21;27894
Mandra                                 ;Brasov         ;BV;0;13118
Margineni                              ;Brasov         ;BV;20;13119
Mateias                                ;Brasov         ;BV;59;13120
Mercheasa                              ;Brasov         ;BV;56;13121
Mesendorf                              ;Brasov         ;BV;67;13122
Moieciu                                ;Brasov         ;BV;0;22437
Moieciu de Jos                         ;Brasov         ;BV;0;22438
Moieciu de Sus                         ;Brasov         ;BV;0;22439
Ohaba                                  ;Brasov         ;BV;21;13124
Oltet                                  ;Brasov         ;BV;25;13125
Ormenis                                ;Brasov         ;BV;40;11308
Palos                                  ;Brasov         ;BV;60;13127
Paltin                                 ;Brasov         ;BV;66;22440
Parau                                  ;Brasov         ;BV;25;13129
Paraul Rece                            ;Brasov         ;BV;30;26921
Persani                                ;Brasov         ;BV;25;13130
Pestera                                ;Brasov         ;BV;40;22441
Podu Oltului                           ;Brasov         ;BV;0;26705
Poiana Brasov                          ;Brasov         ;BV;0;11311
Poiana Marului                         ;Brasov         ;BV;50;11312
Pojorta                                ;Brasov         ;BV;20;13131
Predeal                                ;Brasov         ;BV;20;15749
Predelut                               ;Brasov         ;BV;0;11313
Prejmer                                ;Brasov         ;BV;0;11314
Purcareni                              ;Brasov         ;BV;0;11315
Racos                                  ;Brasov         ;BV;60;13132
Rasnov                                 ;Brasov         ;BV;0;11316
Rasnov Romacril                        ;Brasov         ;BV;0;22442
Rausor                                 ;Brasov         ;BV;0;13133
Recea                                  ;Brasov         ;BV;28;13134
Roades                                 ;Brasov         ;BV;57;13135
Rodbav                                 ;Brasov         ;BV;27;13136
Rotbav                                 ;Brasov         ;BV;28;11317
Rucar                                  ;Brasov         ;BV;28;13137
Rupea                                  ;Brasov         ;BV;42;13138
Sacele                                 ;Brasov         ;BV;0;11318
Sambata de Jos                         ;Brasov         ;BV;15;13140
Sambata de Sus                         ;Brasov         ;BV;21;13141
Sanpetru                               ;Brasov         ;BV;0;11319
Sasciori                               ;Brasov         ;BV;0;22452
Satu Nou                               ;Brasov         ;BV;0;11320
Savastreni                             ;Brasov         ;BV;0;22453
Sebes                                  ;Brasov         ;BV;20;13142
Selistat                               ;Brasov         ;BV;25;22454
Sercaia                                ;Brasov         ;BV;0;13143
Sercaita                               ;Brasov         ;BV;23;13144
Simon                                  ;Brasov         ;BV;0;11322
Sinca                                  ;Brasov         ;BV;26;13146
Sinca Noua                             ;Brasov         ;BV;35;13147
Sinca Veche                            ;Brasov         ;BV;26;13148
Sirnea                                 ;Brasov         ;BV;60;22443
Soars                                  ;Brasov         ;BV;0;13149
Sohodol                                ;Brasov         ;BV;0;11323
sona                                   ;Brasov         ;BV;0;13151
Statiunea Climaterica Sambata          ;Brasov         ;BV;39;22455
Stupinii Prejmerului                   ;Brasov         ;BV;0;22444
Tarlungeni                             ;Brasov         ;BV;0;11327
Teliu                                  ;Brasov         ;BV;28;11328
Ticusu                                 ;Brasov         ;BV;40;13152
Ticusu Nou                             ;Brasov         ;BV;33;22456
Ticusu Vechi                           ;Brasov         ;BV;42;22457
Timisu de jos                          ;Brasov         ;BV;0;11329
Timisu de sus                          ;Brasov         ;BV;0;11330
Toarcla                                ;Brasov         ;BV;35;13153
Toderita                               ;Brasov         ;BV;0;13154
Tohanu Nou                             ;Brasov         ;BV;0;11331
Ucea                                   ;Brasov         ;BV;25;22458
Ucea de jos                            ;Brasov         ;BV;25;13155
Ucea de Sus                            ;Brasov         ;BV;29;22459
Ungra                                  ;Brasov         ;BV;51;13156
Vad                                    ;Brasov         ;BV;20;13157
Valcea                                 ;Brasov         ;BV;27;27895
Valeni                                 ;Brasov         ;BV;20;13158
Vama Buzaului                          ;Brasov         ;BV;45;22466
Venetia de Jos                         ;Brasov         ;BV;25;13159
Venetia de Sus                         ;Brasov         ;BV;26;22460
Victoria                               ;Brasov         ;BV;0;13160
Viscri                                 ;Brasov         ;BV;43;13161
Vistea                                 ;Brasov         ;BV;21;22462
Vistea de Jos                          ;Brasov         ;BV;21;22461
Vistea de Sus                          ;Brasov         ;BV;26;13162
Vistisoara                             ;Brasov         ;BV;32;22463
Vladeni                                ;Brasov         ;BV;27;11334
Voila                                  ;Brasov         ;BV;20;13163
Voivodeni                              ;Brasov         ;BV;15;13164
Vulcan                                 ;Brasov         ;BV;0;11335
Zarnesti                               ;Brasov         ;BV;0;11336
Zizin                                  ;Brasov         ;BV;0;11337
Sector 1;Bucuresti      ;B;0;11
Sector 2;Bucuresti      ;B;0;11
Sector 3;Bucuresti      ;B;0;11
Sector 4;Bucuresti      ;B;0;11
Sector 5;Bucuresti      ;B;0;11
Sector 6;Bucuresti      ;B;0;11
Albesti                                ;Buzau          ;BZ;26;11478
Aldeni                                 ;Buzau          ;BZ;25;11479
Alexandru Odobescu                     ;Buzau          ;BZ;25;23953
Aliceni                                ;Buzau          ;BZ;0;11480
Alunis                                 ;Buzau          ;BZ;70;23967
Amara                                  ;Buzau          ;BZ;35;17819
Amaru                                  ;Buzau          ;BZ;40;11481
Anini                                  ;Buzau          ;BZ;45;23968
Arbanasi                               ;Buzau          ;BZ;35;24144
Arcanu                                 ;Buzau          ;BZ;45;24057
Babeni                                 ;Buzau          ;BZ;0;17820
Baceni                                 ;Buzau          ;BZ;35;24147
Badeni                                 ;Buzau          ;BZ;35;24059
Badila                                 ;Buzau          ;BZ;35;11483
Baesti                                 ;Buzau          ;BZ;30;23972
Baile                                  ;Buzau          ;BZ;35;17821
Bajani                                 ;Buzau          ;BZ;0;11484
Balaceanu                              ;Buzau          ;BZ;25;17822
Balaia                                 ;Buzau          ;BZ;25;24060
Balanesti                              ;Buzau          ;BZ;45;11485
Balhacu                                ;Buzau          ;BZ;0;23969
Balta Alba                             ;Buzau          ;BZ;28;17823
Balta Tocila                           ;Buzau          ;BZ;45;23970
Baltagari                              ;Buzau          ;BZ;65;23973
Baltareti                              ;Buzau          ;BZ;0;24061
Balteni                                ;Buzau          ;BZ;40;23974
Banita                                 ;Buzau          ;BZ;45;23971
Barasti                                ;Buzau          ;BZ;50;11486
Barbuncesti                            ;Buzau          ;BZ;0;23975
Basca Chiojdului                       ;Buzau          ;BZ;75;24058
Basca Rozilei                          ;Buzau          ;BZ;75;24145
Bascenii de Jos                        ;Buzau          ;BZ;55;11487
Bascenii de Sus                        ;Buzau          ;BZ;65;24146
Batogu                                 ;Buzau          ;BZ;25;27305
Beceni                                 ;Buzau          ;BZ;35;11488
Beciu                                  ;Buzau          ;BZ;45;11489
Begu                                   ;Buzau          ;BZ;65;11490
Beilic                                 ;Buzau          ;BZ;25;24062
